TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;505876.00;2251845.36;749486.00;3383429.50;1102771.00;5480771.87;;;VAMO3;;;;;;;;2021-01-29;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;345270.00;5294380.98;389004.00;6026035.92;987630.00;15653935.50;;;YDUQ3;;;;;;;;2019-07-23;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;824955.00;16170835.59;1198410.00;23381327.62;1511500.00;29459135.00;;;TIMS3;;;;;;;;2020-10-13;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2366026.00;32021299.02;628656.00;8536733.29;1749282.00;23930177.76;;;STBP3;;;;;;;;2007-11-21;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1320549.00;48680183.61;1849706.00;67471375.72;4115513.00;150833551.45;;;EQTL3;;;;;;;;2006-04-03;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2794899.00;94655256.45;6565339.00;216964361.65;9217939.00;303362372.49;;;PETR3;;;;;;;;1973-09-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;883301.00;9181092.52;1257429.00;12283495.60;2746558.00;28756462.26;;;NTCO3;;;;;;;;2019-12-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1470469.00;64706611.39;3201389.00;139011969.58;6249453.00;264664334.55;;;WEGE3;;;;;;;;2004-08-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1137683.00;19245119.41;1532305.00;25327323.69;3710172.00;67376723.52;;;LREN3;;;;;;;;1973-07-24;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1164881.00;40833534.29;1702269.00;59010144.06;3536930.00;133625215.40;;;RDOR3;;;;;;;;2021-06-25;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1368318.00;13362728.19;2000227.00;19937596.74;4622111.00;51860085.42;;;ASAI3;;;;;;;;2021-03-01;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;740442.00;6802388.20;1081890.00;9748937.08;2243357.00;18507695.25;;;CSNA3;;;;;;;;1993-08-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;191027.00;7462295.63;279040.00;10928298.94;578564.00;23426056.36;;;CPFE3;;;;;;;;2004-09-29;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;522965.00;11336503.26;350100.00;7832522.10;523286.00;13296697.26;;;MRFG3;;;;;;;;2007-06-28;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;S;Para negociação;362566.00;3443782.32;518795.00;4681535.32;978185.00;9018865.70;;;MGLU3;;;;;;;;2011-05-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;199967.00;3784445.11;290054.00;5525544.73;584227.00;11036048.03;;;SLCE3;;;;;;;;2007-06-15;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;695253.00;80421815.85;1015833.00;118136826.19;1658650.00;194692337.00;;;SBSP3;;;;;;;;1997-03-11;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2036309.00;29077357.22;2835765.00;39642119.42;5684674.00;79414895.78;;;ENEV3;;;;;;;;2013-10-22;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;83791.00;3973617.36;122080.00;5784736.14;273942.00;13466988.72;;;IRBR3;;;;;;;;2017-07-31;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;6128690.00;88281001.77;7734989.00;109343865.32;10143238.00;141498170.10;;;B3SA3;;;;;;;;2018-03-26;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1560926.00;20668118.08;2183763.00;28833920.66;6357582.00;88878996.36;;;BBDC3;;;;;;;;1973-12-06;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;185668.00;8913038.24;271249.00;12725806.28;669000.00;34834830.00;;;PSSA3;;;;;;;;2004-11-22;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;578511.00;23463118.59;790228.00;31510486.72;992098.00;41876456.58;;;TOTS3;;;;;;;;2006-03-09;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;412869.00;10006938.57;535455.00;12715291.55;1023174.00;25988619.60;;;HYPE3;;;;;;;;2008-04-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1293462.00;19825561.67;1954369.00;30833372.62;3282996.00;48752490.60;;;RADL3;;;;;;;;2011-12-19;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;S;Para negociação;500396.00;9536748.51;670969.00;12781971.54;1333005.00;25193794.50;;;BRAV3;;;;;;;;2024-09-09;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;334364.00;8503193.22;383092.00;9733200.04;918864.00;22944034.08;;;CYRE3;;;;;;;;1996-05-27;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;829581.00;16807229.63;1298733.00;26745294.44;1567513.00;31820513.90;;;BRFS3;;;;;;;;2009-12-10;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;313438.00;7266338.24;1891370.00;45157945.44;1482063.00;35584332.63;;;SMFT3;;;;;;;;2018-02-26;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1691314.00;6066808.06;0.00;0.00;0.00;0.00;;;LWSA3;;;;;;;;2020-02-06;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;641538.00;33802607.03;937501.00;48321463.82;2186173.00;108543489.45;;;SUZB3;;;;;;;;2004-08-05;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;464305.00;5946617.92;671248.00;8573437.89;1396014.00;17938779.90;;;FLRY3;;;;;;;;2009-12-17;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;747210.00;52022532.51;1091806.00;73828071.44;1644813.00;107718803.37;;;EMBR3;;;;;;;;1989-08-28;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2576050.00;22064098.30;820465.00;7021290.01;555806.00;4713234.88;;;CRFB3;;;;;;;;2017-07-20;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2574871.00;111386043.51;2693423.00;114828074.38;5789358.00;242921461.68;;;ELET3;;;;;;;;1983-09-01;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;334673.00;3157911.68;488011.00;4549803.54;612546.00;6051954.48;;;AURE3;;;;;;;;2022-03-28;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1156690.00;8925732.97;1741096.00;13757623.45;3985055.00;32797002.65;;;CSAN3;;;;;;;;2005-11-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;S;Para negociação;139179.00;5850450.59;202950.00;7866322.05;428490.00;18917833.50;;;AZZA3;;;;;;;;2024-08-01;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1107867.00;20961099.96;2022368.00;38049668.60;2616916.00;52809364.88;;;VBBR3;;;;;;;;2021-10-22;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;103561.00;3943667.77;624999.00;22907138.53;476980.00;19394006.80;;;DIRR3;;;;;;;;2009-11-19;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;957932.00;12930591.07;1423444.00;19063854.22;2078785.00;28022021.80;;;MOTV3;;;;;;;;2025-05-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;295505.00;1264134.27;449708.00;1922303.10;793405.00;3427509.60;;;PETZ3;;;;;;;;2020-09-11;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1014916.00;42131761.25;1421545.00;59929787.78;2007588.00;86245980.48;;;RENT3;;;;;;;;2005-05-23;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;648148.00;24973670.93;947163.00;36373076.91;1538432.00;57706584.32;;;BBSE3;;;;;;;;2013-04-29;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;605755.00;9287191.50;891595.00;13535368.86;2111334.00;31817803.38;;;CXSE3;;;;;;;;2021-04-29;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;133015.00;2667981.69;195496.00;3881216.33;463830.00;9814642.80;;;SMTO3;;;;;;;;2007-02-12;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1674314.00;9560787.27;2447040.00;14036433.54;3378589.00;17061874.45;;;CMIN3;;;;;;;;2021-05-03;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;777780.00;21721576.73;1136728.00;31747244.63;1660341.00;47585373.06;;;VIVT3;;;;;;;;2011-10-06;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2890872.00;79171882.27;4224841.00;115145958.29;12595441.00;294985228.22;;;BBAS3;;;;;;;;1973-05-31;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1112172.00;19222793.79;1618592.00;26847157.75;2913251.00;47456858.79;;;UGPA3;;;;;;;;1999-10-13;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;285518.00;1485119.30;548785.00;2870556.30;905544.00;4563941.76;;;BEEF3;;;;;;;;2007-07-20;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;4469656.00;63823866.12;6532057.00;92889898.90;8618242.00;120913935.26;;;ABEV3;;;;;;;;2013-11-11;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;5232658.00;13860124.75;6941919.00;17899058.22;16407654.00;46925890.44;;;HAPV3;;;;;;;;2018-04-25;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;793189.00;30763206.48;1159205.00;43846606.15;2705035.00;105361113.25;;;PRIO3;;;;;;;;2015-06-26;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1905720.00;5724566.93;2779585.00;8111741.71;5494325.00;16318145.25;;;COGN3;;;;;;;;2019-10-11;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;318890.00;8295466.58;467029.00;12135590.33;1075965.00;28921939.20;;;MULT3;;;;;;;;2007-07-27;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;483637.00;1578252.51;696286.00;2166387.60;1485364.00;4470945.64;;;PCAR3;;;;;;;;1995-10-03;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1237401.00;22456209.38;1808495.00;33512200.42;2956487.00;55641085.34;;;RAIL3;;;;;;;;2017-03-13;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;777485.00;1762352.44;703630.00;1591186.07;1493750.00;3540187.50;;;CVCB3;;;;;;;;2013-12-09;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;2372325.00;658255.92;0.00;0.00;0.00;0.00;;;AMOB3;;;;;;;;2024-12-16;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;282680.00;4055053.10;410422.00;5759451.52;892246.00;12910799.62;;;RECV3;;;;;;;;2021-05-05;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;484937.00;10550560.31;708725.00;15310997.43;2244929.00;49882322.38;;;ALOS3;;;;;;;;2023-10-25;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;1165562.00;47142045.57;1703259.00;71322567.85;4931658.00;197858118.96;;;JBSS3;;;;;;;;2007-03-29;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;393575.00;2186329.11;559494.00;3087780.93;868927.00;4596623.83;;;MRVE3;;;;;;;;2007-07-23;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;135366.00;3159217.54;181846.00;4194012.53;401885.00;10444991.15;;;VIVA3;;;;;;;;2019-10-10;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;259483.00;10533787.94;379227.00;15290640.92;486921.00;19992976.26;;;EGIE3;;;;;;;;2016-07-21;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação ordinária;N;Para negociação;4343582.00;237569991.38;6347801.00;339045485.13;20512410.00;1068696561.00;;;VALE3;;;;;;;;1982-02-15;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;S;Para negociação;402523.00;9395471.57;588272.00;13657660.47;1270543.00;29730706.20;;;ISAE4;;;;;;;;2024-11-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;1890304.00;19676097.75;2762506.00;28866477.59;4407125.00;47773235.00;;;CMIG4;;;;;;;;1973-08-20;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;532789.00;2926720.88;782535.00;4234932.32;1635287.00;8503492.40;;;USIM5;;;;;;;;1999-02-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;1214336.00;2097304.08;1865789.00;3463630.75;3455166.00;6703022.04;;;RAIZ4;;;;;;;;2021-08-05;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;1302258.00;20176732.31;2199765.00;33314602.71;2483011.00;37865917.75;;;GGBR4;;;;;;;;2001-02-01;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;274477.00;2892578.89;402617.00;4338542.10;621436.00;6842010.36;;;BRKM5;;;;;;;;2002-09-02;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;4574135.00;144942603.55;6556784.00;203625996.47;20573417.00;635718585.30;;;PETR4;;;;;;;;1973-09-18;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;7085619.00;260802872.03;7087154.00;259387821.00;11231549.00;420396879.07;;;ITUB4;;;;;;;;2009-05-20;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;681064.00;4818013.25;988057.00;6825490.26;2691331.00;19512149.75;;;POMO4;;;;;;;;1978-07-20;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;746633.00;6360845.33;922717.00;7766315.03;2009827.00;16802153.72;;;GOAU4;;;;;;;;1973-08-27;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;5546045.00;5872607.06;4295404.00;6057547.77;124106.00;111695.40;;;AZUL4;;;;;;;;2017-04-11;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;1732035.00;21315166.45;2485194.00;30216989.37;5270295.00;66774637.65;;;CPLE6;;;;;;;;1996-11-14;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;5924132.00;65677404.02;8624778.00;93935050.11;21399135.00;236888424.45;;;ITSA4;;;;;;;;1973-09-17;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;273340.00;12912727.46;399482.00;18832169.64;833044.00;39128076.68;;;ELET6;;;;;;;;1974-11-13;;;;
CLASSES FIIM;10.406.511/0001-61;ISHARES IBOVESPA CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-05-31;924955;10615309795.75;AÇÕES;Ação preferencial;N;Para negociação;5278473.00;80127434.39;7598269.00;114205898.62;23148697.00;375008891.40;;;BBDC4;;;;;;;;1973-12-06;;;;
